Manufacture,Rev,Buships,Manufacturer,Reel,Frame,DrawingTitle,SubId
DH 15-889 A,8,322262,GlobalFoundries,36546,M 98,SAFETY HOIST FRAME WHEEL,192
IC 19-406 I,5,254323,GlobalFoundries,37698,T 85,MAGNETIC NUT CLASS A WHEEL,112
AU 5-923 R,9,326492,TPI Composites,35721,S 87,TURBO RATCHET CLASS A TWO TON,102
YH 11-772 K,5,141759,General Electric,35296,K 17,ROTARY SPACER UNIT CHART,128
QS 7-416 E,1,269661,PepsiCo,37121,I 15,ROTARY HOOK CLASS A TWO TON,166
PT 14-126 B,6,132894,GlobalFoundries,33789,C 28,ELECTRICAL BRAKE CLASS A DRIVE,116
AS 5-694 T,7,268930,Boeing,34370,D 22,TURBO PIN FRAME ASSEMBLY,165
VH 5-902 D,10,199184,General Electric,34575,E 77,TURBO SPACER BOX WHEEL,147
WC 11-784 M,9,146060,GE Appliances,33852,B 94,ROTARY HOIST DEVICE ONE TON,105
XO 5-462 T,1,180457,Boeing,35423,M 79,TURBO NUT CLASS A DRIVE,176
SU 18-325 K,6,188273,GE Appliances,33675,J 37,ELECTRICAL NUT DEVICE CHART,132
XR 10-430 M,10,115846,GE Appliances,36228,M 41,ROTARY ROLLER DEVICE ONE TON,149
PE 1-680 G,3,144848,Boeing,36557,R 70,MECHANICAL BRAKE FRAME ONE TON,130
VN 5-861 G,10,186474,Boeing,33598,D 54,ELECTRICAL HOIST BOX CHART,193
NM 13-770 T,8,206670,Lockheed Martin,32473,G 19,MECHANICAL RATCHET UNIT CHART,127
AA 16-537 J,9,280003,Intel Corp,37502,O 2,AXIAL SPACER CHAIN ASSEMBLY,120
OM 6-707 A,6,338975,GE Appliances,33962,F 90,ROTARY HOIST CLASS A WHEEL,133
IM 8-575 P,7,349414,General Electric,36035,I 25,MAGNETIC RETAINER CLASS C DRIVE,191
QW 9-499 M,2,173772,General Electric,32053,K 37,TURBO HOIST CHAIN WHEEL,102
FU 16-146 R,1,161794,TPI Composites,35876,J 28,TURBO ROLLER CLASS A TWO TON,138
JM 2-867 B,9,285962,GE Appliances,36515,H 29,ROTARY RATCHET UNIT DRIVE,160
VO 4-352 A,6,183820,Johnson & Johnson,34751,R 73,MAGNETIC ROLLER UNIT TWO TON,186
ZH 1-506 N,10,137394,TPI Composites,34177,P 98,TURBO SPACER CHAIN DRIVE,198
HB 15-979 T,8,208793,Johnson & Johnson,32048,E 98,SAFETY PIN CLASS C CHART,100
OF 9-408 R,1,229816,GlobalFoundries,36544,G 90,ROTARY PIN CHAIN TWO TON,186
GI 11-954 P,10,226427,Lockheed Martin,37234,R 51,ROTARY PIN CLASS A ONE TON,114
XJ 15-596 M,5,255170,Boeing,36369,N 17,SAFETY NUT FRAME WHEEL,186
QD 5-577 L,5,308310,PepsiCo,36285,V 33,ROTARY BEARING BOX ONE TON,152
RL 19-246 G,7,246004,Boeing,33703,X 30,ROTARY BRAKE CLASS A ONE TON,100
QP 16-816 L,7,126372,PepsiCo,32042,R 14,ELECTRICAL SPACER CLASS C WHEEL,114
OW 4-155 P,7,247072,Boeing,36408,Z 2,MAGNETIC NUT DEVICE ONE TON,134
TS 11-483 F,1,102029,Johnson & Johnson,33033,J 16,SAFETY HOOK DEVICE CHART,129
TC 14-211 R,4,323013,GlobalFoundries,37185,H 25,TURBO RATCHET FRAME DRIVE,143
DH 15-361 I,8,169343,TPI Composites,32950,Q 48,ELECTRICAL SPACER CLASS C DRIVE,172
GL 11-212 S,5,267300,Lockheed Martin,32781,I 94,ROTARY HOOK UNIT CHART,155
TL 4-324 W,3,192776,Boeing,33793,P 64,TURBO SPACER BOX CHART,163
IO 10-886 X,10,307188,TPI Composites,34421,E 33,ELECTRICAL ROLLER CLASS B ASSEMBLY,123
IQ 3-124 G,8,361011,Intel Corp,33600,F 50,ELECTRICAL PIN CLASS B ASSEMBLY,188
IK 13-764 G,10,181357,Microsoft,36940,E 44,AXIAL HOOK CLASS A ASSEMBLY,119
XH 10-802 O,4,348597,PepsiCo,37361,E 71,MAGNETIC ROLLER CHAIN ASSEMBLY,143
UL 16-140 S,4,315745,GE Appliances,36130,G 2,MECHANICAL RATCHET CLASS B WHEEL,166
MQ 13-241 J,8,254987,Intel Corp,32428,V 46,ROTARY HOIST CLASS A WHEEL,119
GL 2-678 J,5,335445,PepsiCo,34490,I 45,MECHANICAL HOOK BOX WHEEL,121
BZ 14-843 I,3,200718,Boeing,35913,I 30,AXIAL RETAINER CLASS C ONE TON,116
UY 9-427 F,2,302807,General Electric,34821,A 74,SAFETY NUT CLASS B TWO TON,150
OL 17-192 Q,10,379812,TPI Composites,33568,B 84,TURBO HOOK CLASS C DRIVE,150
SJ 18-931 E,10,179573,Microsoft,33236,M 47,SAFETY NUT FRAME TWO TON,144
RU 1-969 Y,10,108929,Microsoft,37294,G 18,ELECTRICAL HOOK DEVICE ASSEMBLY,165
ID 9-932 H,5,325587,Lockheed Martin,32594,U 14,MECHANICAL BRAKE BOX CHART,125
XW 1-622 K,3,167693,Lockheed Martin,34203,H 32,MECHANICAL HOIST UNIT ASSEMBLY,110
VI 1-418 W,5,246413,Johnson & Johnson,33728,D 43,AXIAL BRAKE FRAME DRIVE,168
BF 13-789 H,10,103729,Lockheed Martin,35647,R 13,ROTARY BEARING CLASS C DRIVE,131
TB 2-918 T,7,359943,Lockheed Martin,35642,I 29,MAGNETIC HOOK CHAIN ONE TON,138
EK 6-282 Z,2,343802,Microsoft,33456,S 70,TURBO RATCHET CLASS C ASSEMBLY,194
RJ 1-683 L,3,187775,GlobalFoundries,33900,M 50,MAGNETIC SPACER CLASS A CHART,187
WH 8-485 S,1,369025,Lockheed Martin,36690,Z 15,AXIAL ROLLER BOX ASSEMBLY,180
KH 5-960 B,8,245411,GlobalFoundries,33769,S 58,SAFETY BRAKE UNIT TWO TON,112
UT 14-575 I,2,138202,GlobalFoundries,34193,S 17,ROTARY BRAKE DEVICE TWO TON,178
GC 4-668 G,6,115692,General Electric,32080,Q 72,ELECTRICAL ROLLER DEVICE ASSEMBLY,148
DL 2-620 D,10,292570,Johnson & Johnson,37952,A 75,TURBO SPACER CLASS C ONE TON,114
MP 16-193 O,5,300595,General Electric,33685,J 91,ROTARY SPACER CLASS B CHART,161
KE 7-977 V,4,237298,TPI Composites,36976,K 8,TURBO HOOK CLASS A DRIVE,199
TU 15-846 F,1,220515,General Electric,37774,D 30,MECHANICAL RETAINER CLASS C DRIVE,160
BH 8-207 I,3,278120,TPI Composites,34163,B 10,SAFETY RATCHET CLASS B CHART,127
OI 3-918 M,6,295195,Lockheed Martin,35165,P 38,SAFETY PIN FRAME ASSEMBLY,136
MV 9-963 P,10,221967,PepsiCo,35095,W 10,AXIAL ROLLER CLASS A ONE TON,141
UH 9-476 U,10,191860,Johnson & Johnson,33384,I 15,MECHANICAL BRAKE FRAME TWO TON,173
EJ 11-711 N,7,106253,GE Appliances,32644,X 32,ELECTRICAL BEARING UNIT WHEEL,194
JR 16-719 R,5,214056,GE Appliances,32652,P 96,SAFETY PIN CLASS C ONE TON,165
RH 17-648 R,8,348135,General Electric,37805,R 68,AXIAL ROLLER CLASS A ONE TON,161
NS 4-707 F,1,360461,TPI Composites,35402,W 29,TURBO RATCHET CLASS B ONE TON,125
JJ 6-810 W,4,156194,GE Appliances,33528,Y 82,ELECTRICAL HOIST CLASS B ONE TON,180
PR 9-628 C,8,229459,Microsoft,35451,X 90,ELECTRICAL NUT DEVICE ASSEMBLY,143
SJ 18-535 A,7,326698,Boeing,32355,F 87,MAGNETIC HOIST CLASS B DRIVE,199
WW 15-313 Y,7,182291,Microsoft,33228,R 25,ELECTRICAL RETAINER DEVICE ASSEMBLY,151
VT 11-855 O,8,327459,Boeing,35862,E 1,TURBO NUT CLASS A TWO TON,124
BA 12-229 Q,8,186214,GlobalFoundries,36122,C 41,SAFETY PIN CHAIN WHEEL,113
NH 4-551 D,7,345587,Intel Corp,32662,C 4,AXIAL HOIST DEVICE WHEEL,110
TL 18-674 X,2,364127,PepsiCo,34104,Z 92,MAGNETIC RETAINER BOX DRIVE,162
GF 16-181 B,1,349840,Johnson & Johnson,32947,I 69,TURBO BEARING CLASS A DRIVE,116
AP 4-990 Y,2,309633,Lockheed Martin,33447,H 89,ROTARY HOOK CLASS A CHART,167
DS 2-132 M,10,163099,Lockheed Martin,36887,G 67,MAGNETIC BEARING CLASS C ASSEMBLY,113
LE 7-167 J,8,221197,Microsoft,33926,R 6,TURBO BEARING CLASS B CHART,197
PV 17-323 G,1,284118,GlobalFoundries,33089,G 62,MAGNETIC HOIST CHAIN WHEEL,185
JX 17-791 F,5,230512,Microsoft,33261,G 18,ROTARY BEARING CLASS A DRIVE,192
VG 3-703 C,10,283106,GlobalFoundries,37826,C 76,MECHANICAL PIN CLASS A ASSEMBLY,145
SV 10-478 Z,4,207755,General Electric,36586,B 39,MECHANICAL RETAINER UNIT DRIVE,158
TZ 17-500 S,10,330482,Boeing,37828,P 27,MECHANICAL HOOK CLASS B ONE TON,169
BM 10-962 L,5,159305,Johnson & Johnson,34464,G 26,MAGNETIC PIN BOX ASSEMBLY,135
XP 19-297 F,7,120356,General Electric,34507,O 32,MAGNETIC HOIST CLASS A ONE TON,110
PQ 4-276 B,2,342046,Lockheed Martin,32612,R 54,MAGNETIC BEARING CLASS C TWO TON,166
BA 18-976 B,10,369697,Boeing,33127,P 73,MAGNETIC SPACER CHAIN DRIVE,161
TZ 3-537 O,2,319135,TPI Composites,36796,R 89,ELECTRICAL PIN CLASS B TWO TON,198
FK 17-267 G,5,211936,PepsiCo,36892,T 60,TURBO HOIST CLASS C WHEEL,135
CK 12-164 W,1,335539,Lockheed Martin,35494,X 97,TURBO ROLLER CLASS B CHART,117
XN 8-335 N,8,370262,TPI Composites,36537,K 91,MAGNETIC HOIST CHAIN DRIVE,191
TT 9-468 N,10,246619,Intel Corp,34753,O 46,ROTARY PIN UNIT CHART,134
GZ 4-191 S,6,358019,Lockheed Martin,36163,N 77,ELECTRICAL BRAKE DEVICE WHEEL,141
QT 3-465 K,5,207205,Intel Corp,34334,G 58,SAFETY ROLLER BOX DRIVE,137
BA 19-550 L,4,234962,TPI Composites,33619,O 39,ROTARY ROLLER CHAIN WHEEL,137
OU 13-809 A,8,107396,Johnson & Johnson,32521,O 51,TURBO PIN BOX CHART,107
GB 13-452 Y,3,158606,Boeing,34456,H 39,TURBO HOIST CLASS A WHEEL,106
GW 19-292 O,2,243984,GlobalFoundries,34252,A 6,ROTARY RETAINER CLASS A CHART,188
AC 11-891 T,7,305889,Microsoft,37295,E 95,MECHANICAL HOOK CHAIN TWO TON,114
CV 19-688 I,10,137845,General Electric,36953,W 79,MECHANICAL ROLLER CLASS C CHART,180
VF 11-957 P,4,312853,GE Appliances,32258,S 88,TURBO ROLLER BOX CHART,193
YB 8-884 G,5,229554,GE Appliances,36389,T 9,TURBO RETAINER DEVICE ASSEMBLY,100
UZ 13-219 V,3,398925,Lockheed Martin,34502,S 70,AXIAL RATCHET CLASS C TWO TON,119
VV 1-560 E,7,166838,Lockheed Martin,34986,D 25,ELECTRICAL PIN CLASS C TWO TON,189
YK 5-673 L,5,138161,PepsiCo,33548,Y 10,SAFETY PIN CLASS C DRIVE,190
PM 6-470 H,2,388046,PepsiCo,35398,Q 63,MECHANICAL RATCHET CLASS B CHART,112
HY 14-401 W,7,245528,Intel Corp,37027,V 24,ELECTRICAL RETAINER CLASS A TWO TON,152
TS 12-741 P,1,122565,GlobalFoundries,33151,X 67,ROTARY BEARING DEVICE CHART,130
FE 8-775 K,9,302569,Boeing,34708,L 6,TURBO HOOK UNIT CHART,173
AJ 19-740 J,8,133677,GlobalFoundries,34938,R 21,AXIAL RATCHET BOX DRIVE,134
AZ 7-134 W,3,159031,Lockheed Martin,37487,M 78,AXIAL NUT FRAME ASSEMBLY,183
RF 16-419 W,4,350761,Boeing,36569,Q 44,ELECTRICAL HOIST FRAME WHEEL,107
UF 3-902 W,1,225295,Lockheed Martin,37198,T 53,AXIAL ROLLER CLASS C CHART,199
VO 9-784 L,10,290859,Microsoft,32169,L 30,ROTARY ROLLER DEVICE CHART,101
OR 6-227 Z,3,365803,General Electric,37662,A 85,MAGNETIC BEARING CLASS C ASSEMBLY,163
AI 6-193 V,3,183455,PepsiCo,35669,P 91,MECHANICAL SPACER DEVICE DRIVE,122
ZO 13-952 Q,9,265263,Microsoft,36444,P 70,ROTARY BRAKE BOX CHART,143
CU 15-257 X,2,195601,Lockheed Martin,37518,Z 5,TURBO BEARING CLASS B ASSEMBLY,174
JO 9-756 A,8,290589,General Electric,34072,G 73,AXIAL NUT BOX CHART,163
HD 2-764 N,5,349959,TPI Composites,36737,N 19,SAFETY BEARING DEVICE ONE TON,169
GN 1-877 J,4,131699,TPI Composites,35353,K 77,ELECTRICAL BEARING DEVICE TWO TON,139
YK 5-325 U,8,169448,GlobalFoundries,33472,D 34,MAGNETIC HOIST FRAME ONE TON,193
TL 13-276 M,1,160845,Johnson & Johnson,32409,O 79,MAGNETIC BEARING CLASS A ONE TON,182
VG 18-729 J,4,147522,TPI Composites,36944,E 32,MECHANICAL PIN UNIT TWO TON,144
IM 12-687 Y,10,379484,Intel Corp,34672,H 62,SAFETY RATCHET CLASS C DRIVE,184
YB 5-943 P,1,263474,Intel Corp,37226,C 85,SAFETY BRAKE DEVICE ONE TON,173
LQ 18-223 C,4,169668,TPI Composites,33967,Y 58,AXIAL SPACER CLASS C ONE TON,101
BN 18-705 I,2,189312,General Electric,37046,C 30,SAFETY RATCHET BOX DRIVE,130
AR 2-185 H,7,397153,General Electric,32229,D 26,TURBO BEARING BOX WHEEL,153
QX 11-627 F,2,179624,General Electric,36135,U 41,MAGNETIC BRAKE CLASS A DRIVE,173
OP 6-308 I,9,343011,General Electric,36825,B 38,MAGNETIC HOOK CLASS C CHART,130
IE 16-969 L,6,199926,PepsiCo,33476,T 40,ROTARY BEARING UNIT ASSEMBLY,160
IJ 2-523 H,4,237852,Lockheed Martin,32178,G 20,MECHANICAL RATCHET UNIT ASSEMBLY,151
EY 14-474 Z,3,370821,Lockheed Martin,36598,L 35,ROTARY RATCHET BOX ONE TON,126
NN 17-406 T,1,204926,Johnson & Johnson,33472,G 73,SAFETY RATCHET UNIT ASSEMBLY,150
QS 18-698 Q,10,342214,Microsoft,33376,U 30,ROTARY SPACER UNIT ASSEMBLY,158
XX 4-480 W,2,248958,PepsiCo,32551,I 33,ELECTRICAL HOOK UNIT DRIVE,101
BA 19-936 Q,1,323223,GE Appliances,35026,Y 8,SAFETY BRAKE CHAIN DRIVE,130
YH 8-243 C,9,319666,Johnson & Johnson,33440,D 2,ELECTRICAL BRAKE UNIT WHEEL,124
MX 1-770 T,8,136750,GlobalFoundries,37916,U 34,ROTARY SPACER FRAME TWO TON,183
NO 14-969 H,2,321299,TPI Composites,32577,I 42,MAGNETIC NUT UNIT WHEEL,187
BM 4-820 D,9,121119,GE Appliances,37765,R 81,ROTARY BEARING CLASS C TWO TON,114
QP 4-125 Q,6,289783,GE Appliances,33545,W 2,MECHANICAL BEARING FRAME TWO TON,133
EM 3-759 K,2,343661,Microsoft,33726,I 92,MECHANICAL RATCHET UNIT ASSEMBLY,122
TD 8-162 N,5,386899,Microsoft,33759,J 74,MAGNETIC BEARING FRAME WHEEL,143
QJ 16-665 S,6,280142,Intel Corp,35255,B 6,MECHANICAL RATCHET BOX ONE TON,158
YR 16-591 P,2,117820,GlobalFoundries,37015,D 63,AXIAL HOIST UNIT TWO TON,154
DF 16-562 L,9,130260,GlobalFoundries,32921,D 75,AXIAL RETAINER FRAME CHART,143
FB 11-699 T,6,269150,TPI Composites,37783,Z 36,SAFETY ROLLER BOX ONE TON,166
VM 11-707 H,4,204741,Intel Corp,35443,R 9,ROTARY BRAKE BOX ONE TON,182
CA 2-775 J,2,242360,General Electric,32756,X 40,MAGNETIC HOOK CLASS C ASSEMBLY,103
FE 19-959 Y,1,109820,Intel Corp,35325,I 30,MECHANICAL HOOK CLASS C TWO TON,143
UX 2-608 U,2,396160,Microsoft,34191,J 58,MAGNETIC RETAINER CHAIN WHEEL,199
RW 1-340 E,2,352017,TPI Composites,33474,R 17,SAFETY HOOK CLASS A WHEEL,177
GN 12-700 O,1,168964,General Electric,32373,S 63,TURBO PIN CLASS C TWO TON,104
PB 11-252 J,3,378316,Lockheed Martin,35071,W 31,MAGNETIC PIN CHAIN TWO TON,156
VB 8-927 U,8,325364,Johnson & Johnson,37568,U 64,ROTARY SPACER CLASS A ASSEMBLY,129
KE 5-762 Z,8,284149,Microsoft,35834,I 56,SAFETY SPACER BOX WHEEL,132
BV 19-312 W,5,361867,PepsiCo,36019,Z 78,MECHANICAL RATCHET CHAIN ASSEMBLY,159
QR 13-603 N,7,251110,PepsiCo,32101,N 59,ELECTRICAL RATCHET FRAME ASSEMBLY,170
PY 8-501 T,7,313364,Johnson & Johnson,33491,Z 77,SAFETY HOIST CLASS C DRIVE,119
CL 16-593 H,7,319026,Johnson & Johnson,34294,W 2,ELECTRICAL BRAKE BOX CHART,115
FP 4-399 T,10,387307,GE Appliances,37259,L 98,ROTARY BRAKE DEVICE TWO TON,184
NT 16-766 K,7,205731,Boeing,33563,X 72,TURBO BRAKE CLASS C WHEEL,147
SW 19-212 G,5,259318,General Electric,37163,J 41,AXIAL BEARING CHAIN CHART,100
ZI 10-765 B,5,106833,Microsoft,37077,W 99,ELECTRICAL RETAINER BOX DRIVE,130
JI 17-527 D,7,192950,TPI Composites,32332,L 67,ELECTRICAL RETAINER UNIT DRIVE,171
FC 6-365 I,10,379081,Intel Corp,32555,I 3,MECHANICAL PIN BOX WHEEL,150
FL 9-603 V,9,371428,Johnson & Johnson,37713,K 33,MECHANICAL HOOK CLASS A CHART,119
PZ 4-928 T,3,168700,Microsoft,36286,N 99,TURBO SPACER CLASS A ASSEMBLY,109
UE 18-289 G,1,157083,PepsiCo,32251,G 43,ELECTRICAL NUT FRAME TWO TON,104
ZE 9-878 L,8,194651,TPI Composites,32305,H 82,ROTARY RATCHET FRAME CHART,175
GN 9-562 L,1,120826,Johnson & Johnson,33472,Z 67,ROTARY NUT DEVICE WHEEL,148
OV 15-805 D,1,171424,GE Appliances,35853,K 9,SAFETY NUT CLASS A DRIVE,144
UU 1-149 G,10,221918,Boeing,33166,S 53,ROTARY RETAINER BOX TWO TON,109
PU 18-225 O,8,205736,PepsiCo,32233,T 33,ELECTRICAL RETAINER BOX DRIVE,102
FG 16-584 L,9,258578,Intel Corp,36260,V 43,MECHANICAL ROLLER CLASS A DRIVE,169
ST 18-203 F,9,187416,Johnson & Johnson,32878,H 82,ELECTRICAL SPACER CLASS B CHART,121
SN 19-147 G,8,137054,Lockheed Martin,35292,L 97,MAGNETIC BRAKE UNIT WHEEL,100
ZS 10-202 N,3,190368,GlobalFoundries,34883,I 66,ELECTRICAL BRAKE CLASS B CHART,139
VZ 16-471 K,10,269378,Boeing,34357,O 76,MAGNETIC NUT UNIT DRIVE,100
PC 10-677 A,5,256219,PepsiCo,35036,K 76,MAGNETIC NUT CLASS B DRIVE,188
UY 11-265 E,10,393391,TPI Composites,32120,F 82,MECHANICAL HOIST CHAIN ASSEMBLY,159
IM 3-780 F,9,213065,Intel Corp,35295,H 12,MAGNETIC PIN FRAME CHART,176
JW 3-430 V,9,192234,PepsiCo,34656,D 85,ROTARY PIN CLASS B DRIVE,184
LE 17-564 X,7,213565,Johnson & Johnson,34094,G 26,ROTARY PIN UNIT ASSEMBLY,146
DF 7-172 P,7,149683,GE Appliances,32016,B 70,ELECTRICAL PIN CLASS A ONE TON,117
GZ 8-237 A,5,372603,Boeing,34864,T 88,ELECTRICAL PIN UNIT TWO TON,167
IX 15-700 K,2,310453,Intel Corp,37486,Q 54,MECHANICAL HOOK CLASS C ONE TON,199
YY 12-854 R,8,390417,Intel Corp,37464,X 94,MECHANICAL RETAINER DEVICE ASSEMBLY,173
YZ 2-824 E,1,250911,Johnson & Johnson,33145,E 49,TURBO NUT DEVICE ASSEMBLY,145
CF 13-134 F,7,385946,General Electric,35257,Q 80,MECHANICAL HOIST BOX CHART,179
MZ 14-255 T,3,191820,Intel Corp,36138,W 63,SAFETY BRAKE CHAIN TWO TON,183
PU 7-477 A,10,254232,Boeing,35512,D 63,AXIAL SPACER CLASS A TWO TON,177
JZ 12-834 R,9,117248,General Electric,34697,I 39,ROTARY HOOK UNIT CHART,129
MT 12-858 N,4,226685,TPI Composites,37358,X 53,MAGNETIC HOIST CLASS C DRIVE,172
WK 5-219 P,2,385774,Johnson & Johnson,35042,J 89,ROTARY SPACER BOX CHART,183
TQ 15-923 C,7,206549,GE Appliances,35124,V 16,ROTARY HOOK CLASS B WHEEL,116
YV 13-284 X,8,214894,Intel Corp,33761,L 25,SAFETY PIN DEVICE TWO TON,192
BF 15-603 R,6,217493,Johnson & Johnson,33902,P 35,MAGNETIC HOOK UNIT WHEEL,145
DJ 12-256 V,6,252006,PepsiCo,33521,N 60,ROTARY RETAINER CHAIN CHART,117
ZM 7-669 Z,2,359595,General Electric,34950,U 41,ROTARY SPACER DEVICE CHART,139
WI 2-483 Q,2,262130,PepsiCo,32859,J 45,TURBO RETAINER CLASS C WHEEL,185
OA 18-607 Q,9,325542,PepsiCo,35407,I 19,MAGNETIC BEARING CLASS B ONE TON,145
SA 17-877 M,4,201672,Johnson & Johnson,33456,B 37,ROTARY BRAKE BOX WHEEL,129
KO 12-370 F,1,206802,Lockheed Martin,34896,Q 47,ROTARY HOIST BOX ASSEMBLY,188
KQ 10-910 S,10,313917,GE Appliances,35978,X 82,TURBO SPACER BOX TWO TON,169
UA 12-668 Z,4,228426,Intel Corp,36282,H 51,TURBO RATCHET CLASS C ASSEMBLY,120
WW 10-883 Z,5,214454,Johnson & Johnson,37391,E 12,ELECTRICAL HOIST BOX DRIVE,184
UY 2-671 Q,3,393637,General Electric,33807,B 74,AXIAL PIN BOX ONE TON,156
IB 16-977 K,10,123440,Intel Corp,35124,W 95,TURBO BRAKE BOX WHEEL,147
FD 7-372 J,1,272750,Microsoft,33357,U 7,ELECTRICAL PIN DEVICE ONE TON,197
CN 6-371 X,1,362938,Johnson & Johnson,36902,S 17,SAFETY NUT CLASS A CHART,193
KP 10-686 T,2,183125,Boeing,33076,T 88,ELECTRICAL HOIST FRAME ONE TON,176
ZQ 2-936 T,6,185622,GlobalFoundries,36655,M 60,SAFETY RATCHET DEVICE WHEEL,146
NR 3-675 M,2,292896,Johnson & Johnson,34047,J 80,TURBO NUT CLASS B ONE TON,100
CR 10-645 D,10,169483,Microsoft,33407,L 93,AXIAL PIN CLASS A ASSEMBLY,181
OA 5-365 T,6,319988,Intel Corp,36321,Y 82,TURBO PIN FRAME WHEEL,127
II 15-863 H,2,303677,Microsoft,34856,G 59,ELECTRICAL SPACER CLASS B TWO TON,104
JK 12-662 Q,8,391245,TPI Composites,33689,K 2,TURBO HOIST UNIT WHEEL,157
SM 4-481 B,5,110666,GE Appliances,37963,F 85,TURBO RETAINER FRAME ONE TON,138
KG 11-810 Q,8,118650,Intel Corp,34310,M 57,ELECTRICAL PIN CLASS B CHART,177
XE 8-342 B,8,306348,GlobalFoundries,37549,B 95,AXIAL HOOK CLASS A ASSEMBLY,141
IG 2-978 G,7,157843,Microsoft,36720,T 17,SAFETY HOIST CLASS B TWO TON,169
NS 19-732 H,7,114164,General Electric,37607,Y 97,ELECTRICAL RETAINER BOX DRIVE,128
MN 8-785 W,6,230277,Microsoft,37199,T 34,TURBO BEARING DEVICE CHART,124
WB 4-164 L,1,120278,GE Appliances,34312,H 55,TURBO BRAKE CLASS C CHART,195
TF 14-183 R,8,248419,Lockheed Martin,32480,I 52,AXIAL HOOK CLASS C DRIVE,126
CA 2-475 B,4,155715,Lockheed Martin,36702,V 23,SAFETY BEARING CLASS A ONE TON,169
OG 12-374 J,8,183749,GlobalFoundries,32038,E 69,SAFETY ROLLER CHAIN WHEEL,190
IS 3-160 K,1,234031,Johnson & Johnson,33103,Q 42,AXIAL ROLLER DEVICE CHART,168
FM 3-341 E,6,372995,Boeing,32396,J 83,SAFETY BRAKE FRAME ASSEMBLY,130
ME 17-555 Q,1,283476,Boeing,37576,K 57,MAGNETIC SPACER CLASS B WHEEL,194
TE 1-930 V,8,172243,Boeing,35339,B 77,ROTARY RETAINER BOX ONE TON,165
FV 16-306 U,5,103541,PepsiCo,34135,H 14,TURBO HOOK UNIT ASSEMBLY,183
KN 2-565 R,3,293493,General Electric,36131,A 2,MAGNETIC BEARING DEVICE ONE TON,134
ZW 11-151 P,1,391752,Lockheed Martin,35035,G 61,AXIAL SPACER CLASS C CHART,120
OS 16-725 E,1,321454,Johnson & Johnson,35296,M 76,ELECTRICAL RATCHET CLASS B ONE TON,147
PK 3-657 I,5,182921,Boeing,36670,R 54,AXIAL HOOK FRAME CHART,158
OX 2-754 N,4,296032,GE Appliances,36264,V 3,TURBO HOOK BOX ASSEMBLY,162
QF 9-271 T,9,323064,GE Appliances,33544,M 88,ROTARY SPACER CHAIN CHART,134
MO 17-523 W,2,135991,Johnson & Johnson,34607,U 26,MECHANICAL PIN BOX CHART,182
KB 15-864 I,6,250257,TPI Composites,32762,J 22,MECHANICAL RETAINER CLASS C ASSEMBLY,159
KV 19-395 S,6,396648,GE Appliances,34191,C 93,SAFETY HOOK CLASS C CHART,163
MC 11-522 O,4,116901,Johnson & Johnson,36801,M 8,AXIAL HOIST UNIT TWO TON,195
LQ 14-284 P,6,127002,Boeing,32852,G 47,TURBO BRAKE CHAIN DRIVE,196
CD 1-547 G,5,215592,PepsiCo,35412,O 41,MECHANICAL BEARING FRAME TWO TON,138
JI 18-320 K,3,269744,Boeing,36089,P 68,TURBO RATCHET CHAIN WHEEL,105
UX 3-150 Y,1,182912,Boeing,33495,S 33,AXIAL ROLLER DEVICE ONE TON,173
AY 16-888 K,4,289542,Johnson & Johnson,36556,X 25,ELECTRICAL RATCHET BOX ONE TON,104
KF 9-693 L,1,108197,GlobalFoundries,36004,O 57,TURBO RETAINER CLASS B TWO TON,129
QC 14-459 D,10,255874,Microsoft,37262,G 10,AXIAL SPACER CLASS B ASSEMBLY,114
OS 17-148 O,3,233199,Boeing,33195,G 84,SAFETY BRAKE CLASS B WHEEL,182
KE 3-414 N,10,184099,Johnson & Johnson,33584,Y 95,SAFETY RATCHET CLASS B CHART,184
LD 19-369 P,5,264749,GlobalFoundries,33183,T 83,AXIAL SPACER UNIT ASSEMBLY,123
BT 10-183 V,10,235435,PepsiCo,32013,X 95,AXIAL HOIST DEVICE TWO TON,164
FI 8-673 H,8,314765,Intel Corp,35665,F 34,ELECTRICAL RETAINER CLASS B ONE TON,123
AI 9-543 L,7,396024,GE Appliances,32047,Y 79,SAFETY RETAINER BOX WHEEL,144
LI 10-161 A,6,235728,GE Appliances,35749,I 32,ROTARY BEARING DEVICE ONE TON,129
DA 16-217 S,6,374433,Microsoft,37690,G 4,ROTARY ROLLER DEVICE DRIVE,194
NI 2-490 E,9,326420,Lockheed Martin,35888,G 13,AXIAL NUT CLASS C ASSEMBLY,168
TZ 10-716 R,10,227814,Johnson & Johnson,37697,R 38,AXIAL BEARING CLASS A CHART,188
OJ 4-909 D,7,223892,GlobalFoundries,34906,X 57,AXIAL SPACER FRAME TWO TON,147
BF 5-646 J,10,232528,Johnson & Johnson,32320,L 24,MECHANICAL BEARING DEVICE ASSEMBLY,132
KE 4-511 H,6,325220,Johnson & Johnson,37074,E 44,TURBO NUT FRAME DRIVE,165
ZB 12-314 J,2,258254,GlobalFoundries,36054,P 80,ELECTRICAL RATCHET FRAME WHEEL,190
UC 9-306 L,6,247850,PepsiCo,32473,G 92,ROTARY PIN DEVICE TWO TON,137
